,Time,Open,High,Close,Low,Volume
0, 09:30,50.01,50.04,50.03,50.01,804624
1, 09:31,50.08,50.1,49.79,49.79,257814
2, 09:32,49.78,49.785,49.56,49.525,279856
3, 09:33,49.57,49.62,49.471,49.45,249649
4, 09:34,49.47,49.565,49.535,49.41,278301
5, 09:35,49.53,49.55,49.43,49.32,411015
6, 09:36,49.43,49.431,49.205,49.12,334314
7, 09:37,49.21,49.36,49.36,49.14,156809
8, 09:38,49.37,49.37,49.3,49.27,95753
9, 09:39,49.3,49.3,49.17,49.15,128857
10, 09:40,49.165,49.18,49.09,48.96,537341
11, 09:41,49.09,49.2,49.195,49.01,211322
12, 09:42,49.19,49.22,49.215,49.095,154958
13, 09:43,49.215,49.215,49.15,49.115,99137
14, 09:44,49.14,49.165,49.155,49.045,101128
15, 09:45,49.155,49.27,49.27,49.08,167858
16, 09:46,49.27,49.27,49.21,49.155,100920
17, 09:47,49.209,49.29,49.28,49.09,229772
18, 09:48,49.282,49.285,49.175,49.175,91541
19, 09:49,49.175,49.18,49.09,49.09,62905
20, 09:50,49.09,49.161,49.13,49.09,115935
21, 09:51,49.135,49.19,49.14,49.135,132499
22, 09:52,49.145,49.16,49.13,49.115,57738
23, 09:53,49.127,49.18,49.15,49.11,93587
24, 09:54,49.15,49.281,49.27,49.14,71152
25, 09:55,49.26,49.33,49.32,49.23,113027
26, 09:56,49.325,49.345,49.34,49.29,92758
27, 09:57,49.335,49.38,49.3,49.29,121074
28, 09:58,49.307,49.375,49.36,49.3,81585
29, 09:59,49.37,49.415,49.385,49.35,97813
30, 10:00,49.385,49.43,49.414,49.33,177027
31, 10:01,49.419,49.45,49.435,49.405,73428
32, 10:02,49.43,49.45,49.44,49.41,86332
33, 10:03,49.43,49.44,49.43,49.375,91030
34, 10:04,49.425,49.43,49.39,49.375,86617
35, 10:05,49.4,49.5,49.45,49.395,260499
36, 10:06,49.44,49.5,49.46,49.44,87544
37, 10:07,49.453,49.47,49.429,49.41,52518
38, 10:08,49.425,49.455,49.42,49.4,90097
39, 10:09,49.42,49.43,49.42,49.4,90022
40, 10:10,49.42,49.5,49.49,49.41,194667
41, 10:11,49.495,49.5,49.479,49.463,126595
42, 10:12,49.475,49.5,49.497,49.47,102760
43, 10:13,49.495,49.5,49.491,49.475,46451
44, 10:14,49.495,49.51,49.5,49.47,82464
45, 10:15,49.49,49.54,49.54,49.47,166592
46, 10:16,49.54,49.63,49.61,49.54,132008
47, 10:17,49.6,49.69,49.68,49.6,50970
48, 10:18,49.685,49.72,49.655,49.65,85205
49, 10:19,49.659,49.66,49.635,49.62,51181
50, 10:20,49.63,49.68,49.669,49.61,131180
51, 10:21,49.66,49.665,49.61,49.59,45285
52, 10:22,49.6,49.645,49.625,49.575,59037
53, 10:23,49.624,49.65,49.6,49.583,57032
54, 10:24,49.61,49.61,49.57,49.55,52267
55, 10:25,49.57,49.58,49.578,49.53,64026
56, 10:26,49.57,49.6,49.57,49.54,73072
57, 10:27,49.575,49.6,49.56,49.559,27613
